id;categoryName;mainLocale;classifications-it;classifications-de;classifications-en;name;address-it;address-de;address-en;phone;urlPage;email;timetable-it;timetable-de;timetable-en;closingDays-it;closingDays-de;closingDays-en;prices-it;prices-de;prices-en;Equipment-it;Equipment-de;Equipment-en;pictureUrl;ShortDescription-it;ShortDescription-de;ShortDescription-en;pictureWidth;pictureHeight;latitude;longitude;lastModificationDate;status
ristorazione.1060;ristorazione;it;"Ristorante; Pizzeria";Gastwirtschaft;Trattoria (family restaurant);DOLOMITI;Corso Buonarroti 101, Trento;Corso Buonarroti, 101, Trient, Italien;Corso Buonarroti, 101, Trento, Italy;0461/983059;;Danieldal-pai@hotmail.it;07.00 - 15.00/ 18.00 - 22.00;07:00 - 15:00 / 18:00 - 22:00 Uhr;7am - 3pm/ 6pm - 10pm;sabato pomeriggio e domenica;Samstag Nachmittag und Sonntag;Saturday afternoon and Sunday;11;11;11;"Rampa di accesso; Servizi igienici dedicati;";"Zufahrtsrampe; behindertengerechte Toiletten;";"Access ramp; disabled toilets;";DOLOMITI.jpg;;;;0;0;46.071042;11.116938;28/05/2014 12:00 AM +0100;1
ristorazione.1061;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";ROSA D'ORO;Piazza S. Maria Maggiore 21, Trento;Piazza S. Maria Maggiore, 21, Trient, Italien;Piazza S. Maria Maggiore, 21, Trento, Italy;0461/261792;http://www.rosadoro.net;info@rosadoro.net;12.00 - 14.00/ 19.00 - 24.00;12:00 - 14:00/ 19:00 - 24.00 Uhr;12noon - 2pm/ 7pm - 12 midnight;domenica;Sonntag;Sunday;pizza 10   cucina 10-20;Pizza 10 - Küche 10-20;pizza 10, restaurant 10-20;"Rampa di accesso; Ingresso con gradini; Servizi igienici dedicati;";"Zufahrtsrampe; Eingang mit Stufen; behindertengerechte Toiletten;";"Access ramp; entrance with steps; disabled toilets;";rosa_oro.jpg;;;;1;399;46.068482;11.11992;23/05/2014 12:00 AM +0100;1
ristorazione.1062;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";SAPORI MEDITERRANEI;Via R. da Sanseverino 39/4, Trento;Via R. da Sanseverino, 39/4, Trient, Italien;Via R. da Sanseverino, 39/4, Trento, Italy;0461/984360;http://www.saporimediterranei-trento.com;sapori.mediterranei@hotmail.it;12.00 - 14.30/ 19.00 - 23.30;12:00 - 14:30 / 19:00 - 23:30 Uhr;12noon - 2.30pm/ 7pm - 11.30pm;lunedì;Montag;Monday;20 - 35;20 - 35;20 - 35;"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";sapori.jpg;;;;0;0;46.065043;11.114032;23/05/2014 12:00 AM +0100;1
ristorazione.1063;ristorazione;it;Specialità orientali;Orientalische Spezialitäten;Oriental specialities;SAPOROSO;Via dei Mille 1, Trento;Via dei Mille, 1, Trient, Italien;Via dei Mille, 1, Trento, Italy;0461/391118;;saporosomei@99.com;12.00 - 15.00/ 18.30 - 23.00;12:00 - 15:00 / 18:30 - 23:00 Uhr;12noon - 3pm/ 6.30pm - 11pm;;;;20;20;20;"Parcheggio; Ingresso con gradini;";"Parkplatz; Eingang mit Stufen;";"Car park; entrance with steps;";saporoso.jpg;;;;0;240;46.062988;11.127535;23/05/2014 12:00 AM +0100;1
ristorazione.1064;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";TARTUFO;Via Chiocchetti P. Emilio 42, Trento;Via Chiocchetti P. Emilio, 42, Trient, Italien;Via Chiocchetti P. Emilio, 42, Trento, Italy;0461/822233;;magnetesrl@gmail.com;11.30 - 14.30/ 18.30 - 22.30;11:30 - 14:30 / 18:30 - 22:30 Uhr;11.30am - 2.30pm/ 6.30pm - 10.30pm;domenica;Sonntag;Sunday;da 7 a 22;von 7 bis 22;from 7 to 22;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";;;;;0;0;46.09406;11.118753;23/05/2014 12:00 AM +0100;1
ristorazione.1065;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";TETLEY'S;Via degli Orti 1, Trento;Via degli Orti, 1, Trient, Italien;Via degli Orti, 1, Trento, Italy;0461/233477;http://www.tetleyspub.it;info@tetleyspub.it;18.00 - 24.00 giovedì 06.00-14,00/ 17,00-24,00;18.00 - 24.00 Uhr - Donnerstag 06.00-14,00/ 17,00-24,00 Uhr;6pm - 12 midnight Thursday 6am - 2.pm/ 5pm - 12 midnight;domenica;Sonntag;Sunday;margherita 5;Margherita 5;margherita 5;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";tetleys.jpg;;;;0;221;46.065742;11.121317;23/05/2014 12:00 AM +0100;1
ristorazione.1066;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";TRITTICO;Piazza Tridente 19, Trento;Piazza Tridente, 19, Trient, Italien;Piazza Tridente, 19, Trento, Italy;0461/822287;;luca.trittico@live.it;12.00 - 14.00/ 18.30 - 23.00;12:00 - 14:00/ 18:30 - 23:00 Uhr;12noon - 2pm/ 6.30pm - 11pm;domenica;Sonntag;Sunday;primi 7-8 secondi 9-15;erster Gang 7-8 - Hauptgang 9-15;first courses 7-8, main courses 9-15;"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";trittico.jpg;;;;0;0;46.086504;11.119837;23/05/2014 12:00 AM +0100;1
ristorazione.1067;ristorazione;it;Ristorante;Restaurant;Restaurant;UNIVERSITA';Via Giovanni Prati 6, Trento;Via Giovanni Prati, 6, Trient, Italien;Via Giovanni Prati, 6, Trento, Italy;0461/236524;;baruniversita@alice.it;07.00 - 19.00;07:00 - 19:00 Uhr;7am - 7pm;sabato pomeriggio e domenica;Samstag Nachmittag und Sonntag;Saturday afternoon and Sunday;25 comprese bevande;25, Getränke inbegriffen;25 drinks included;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";universita.jpg;;;;0;0;46.065858;11.119312;23/05/2014 12:00 AM +0100;1
ristorazione.1068;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";VERUSCHKA;Via Grazioli 140, Trento;Via Grazioli, 140, Trient, Italien;Via Grazioli, 140, Trento, Italy;0461/234158;http://www.pizzeriaversuschka.it;guerrinigiuseppe@yahoo.it;12.00 - 14.00/ 18.30 - 24.00;12:00 - 14:00/ 18:30 - 24.00 Uhr;12noon - 2pm/ 6.30pm - 12 midnight;domenica;Sonntag;Sunday;10 - 12;10 - 12;10 - 12;"Rampa di accesso; Servizi igienici dedicati;";"Zufahrtsrampe; behindertengerechte Toiletten;";"Access ramp; disabled toilets;";veruschka.jpg;;;;1;451;46.065046;11.134375;27/05/2014 12:00 AM +0100;1
ristorazione.1069;ristorazione;it;"Ristorante; Pizzeria; Bar";"Restaurant; Pizzeria; Bar";"Restaurant; Pizzeria; Bar";38;Via Maestri del Lavoro 12, Trento;Via Maestri del Lavoro, 12, Trient, Italien;Via Maestri del Lavoro, 12, Trento, Italy;0461/830523;;zicarisimona@hotmail.it;7,00-24,00;7,00-24,00 Uhr;7am - 12 midnight;domenica;Sonntag;Sunday;menù pizza 6, menù fisso 11;Pizza Menü 6 - Tagesmenü 11;pizza menu 6, set menu 11;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";38_medium.jpg;;;;0;0;46.088174;11.109665;28/05/2014 12:00 AM +0100;1
ristorazione.1070;ristorazione;it;Ristorante brasiliano;Brasilianisches Restaurant;Brazilian Restaurant;CHURRASCARIA NOVOS BAIANOS;Via Ss Cosma e Damiano 66, Trento;Via Ss Cosma e Damiano, 66, Trient, Italien;Via Ss Cosma e Damiano, 66 , Trento, Italy;347/9475708;;daniloallmeida@hotmail.com;;;;lunedì;Montag;Monday;;;;;;;churrascaria.jpg;;;;0;178;46.075553;11.105626;27/05/2014 12:00 AM +0100;1
ristorazione.1071;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";MORDI E FUGGI;Via A. Degasperi 7/8, Trento;Via A. Degasperi, 7/8, Trient, Italien;Via A. Degasperi, 7/8, Trento, Italy;0461/910901;;mordiefuggi.p@libero.it;;;;domenica;Sonntag;Sunday;8;8;8;"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";MORDI-E-FUGGI.jpg;;;;0;0;46.051977;11.122036;28/05/2014 12:00 AM +0100;1
ristorazione.1072;ristorazione;it;"Ristorante; Bar";"Restaurant; Bar";"Ristorante; Bar";HAPPY HOUR;Via Fratelli Perini 57, Trento;Via Fratelli Perini, 57, Trient, Italien;Via Fratelli Perini, 57, Trento, Italy;0461/392394;;happyhour@legalmail.it;10,30-23,00;10,30-23,00 Uhr;10.30am -11pm;domenica sera e lunedì;Sonntag Abend und Montag;Sunday evening and Monday;15 - 50;15 - 50;15 - 50;"Servizi igienici dedicati;";"Behindertengerechte Toiletten;";"Disabled toilets;";happy_hour.jpg;;;;0;240;46.060196;11.120518;27/05/2014 12:00 AM +0100;1
ristorazione.1073;ristorazione;it;Specialità orientali;Orientalische Spezialitäten;Oriental specialities;NUOVA ASIA;Via Prepositura 15, Trento;Via Prepositura, 15, Trient, Italien;Via Prepositura, 15, Trento, Italy;0461/983576;;;;;;;;;;;;;;;asia.jpg;;;;0;0;46.069066;11.118635;27/05/2014 12:00 AM +0100;1
ristorazione.1074;ristorazione;it;Specialità thailandese e cinese;Thailändische und chinesische Spezialitäten;Thai and Chinese specialities;WANG;Via Livio Marchetti 13, Trento;Via Livio Marchetti,13, Trient, Italien;Via Livio Marchetti, 13, Trento, Italy;0461/092176;;;11,00-14,30/18,00-23,30;11,00-14,30/18,00-23,30 Uhr;11am-2.30pm/6pm-11.30pm;;;;10 - 12;10 - 12;10 - 12;"Ingresso con gradini; Servizi igienici dedicati;";"Eingang mit Stufen; behindertengerechte Toiletten;";"Entrance with steps; disabled toilets;";wang.jpg;Cucina tipica thai-cinese con la possibilità di consegne a domicilio.;Typische China-Thai-Küche mit Hauslieferung;Typical Thai and Chinese cuisine with a home delivery service possible.;0;0;46.069321;11.126521;27/05/2014 12:00 AM +0100;1
ristorazione.1075;ristorazione;it;Specialità giapponese e cinese;Japanische und chinesische Spezialitäten;Japanese and Chinese specialities;FU YUANCHUN;Corso Tre Novembre 29, Trento;Corso Tre Novembre, 29, Trient, Italien;Corso Tre Novembre, 29 , Trento, Italy;0461/916318;http://www.ristorantegiapponesefuyuanchun.com;;;;;lunedì;Montag;Monday;;;;;;;fu.png;;;;3;320;46.061592;11.124708;27/05/2014 12:00 AM +0100;1
ristorazione.1076;ristorazione;it;"Ristorante; Pizzeria; Bar";"Restaurant; Pizzeria; Bar";"Restaurant; Pizzeria; Bar";LOTO;Via Gocciadoro 62, Trento;Via Gocciadoro, 62, Trient, Italien;Via Gocciadoro, 62, Trento, Italy;0461/917190;;lotosrl@yahoo.it;;;;lunedì;Montag;Monday;;;;;;;LOTO.jpg;;;;0;0;46.056049;11.131443;28/05/2014 12:00 AM +0100;1
ristorazione.1077;ristorazione;it;Ristorante;Restaurant;Restaurant;DA GUIDO (chiuso per ristrutturazione);Via Marchetti 9, Trento;Via Marchetti, 5, Trient, Italien;Via Marchetti, 5, Trento, Italy;0461/262418;http://www.osteriadaguido.com/il-ristorante;;12,00-14,30/19,00-23,00;12,00-14,30/19,00-23,00 Uhr;12noon-2.30pm/7pm-11pm;lunedì;Montag;Monday;;;;;;;da_guido.jpg;;;;0;0;46.069926;11.126508;27/05/2014 12:00 AM +0100;0
ristorazione.1078;ristorazione;it;Specialità giapponesi;Japanische Spezialitäten;Japanese specialities;SUSHI ZEN;Via Malpaga 4 , Trento;Via Malpaga, 4, Trient, Italien;Via Malpaga, 4 , Trento, Italy;0461/262109;http://ristorantesushizen.com;Sushizen@163.com;11,30-14,30/18,30-23,30;11,30-14,30/18,30-23,30 Uhr;11.30am-2.30pm/6.30pm-11.30pm;;;;25;25;25;"Rampa di accesso; Ingresso con gradini; Servizi igienici dedicati;";"Zufahrtsrampe; Eingang mit Stufen; behindertengerechte Toiletten;";"Access ramp; entrance with steps; disabled toilets;";sushi_zen.jpg;;;;0;0;46.068988;11.123404;27/05/2014 12:00 AM +0100;1
ristorazione.1079;ristorazione;it;"Pizzeria; Trattoria";"Pizzeria; Gastwirtschaft";"Pizzeria; Trattoria";LASTE;Via Laste 63, Trento;Via Laste, 63, Trient, Italien;Via Laste, 63, Trento, Italy;0461/231570;http://www.pizzerialaste.it;info@pizzerialaste.it;11,30-14,30/18,30-23,00;11,30-14,30/18,30-23,00 Uhr;11.30am - 2.30pm/6.30pm - 11pm;martedì;Dienstag;Tuesday;"8 - 9 (primi); 12,50 - 17 (secondi)";8-9 (erster Gang) - 12,50-17 (Hauptgang);8-9 (first courses),12.50-17 (main courses);"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";laste.jpg;;;;0;195;46.07265;11.132816;27/05/2014 12:00 AM +0100;1
ristorazione.1080;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";4 STAGIONI;Via San Vito 36 , Trento;Via San Vito, 36, Trient, Italien;Via San Vito, 36 , Trento, Italy;0461/987031;http://www.quattrostagionisrl.it;gilbtolo@tin.it;12,00-14,00/18,30-23,00;12,00-14,00/18,30-23,00 Uhr;12 noon - 2pm/6.30pm - 11pm;lunedì;Montag;Monday;6,50 (pizza), 25 (ristorante);6,50 (Pizza), 25 (Restaurant);6.50 (pizza). 25 (restaurant);"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";4_stagioni.jpg;Da oltre 20 anni il Sig. Gilberto Tolomei insieme alla moglie Rosa, gestisce il Ristorante Pizzeria 4 Stagioni situato a Cognola, in collina a due passi da Trento. Il locale offre una cucina classica con specialità regionali, la pasta rigorosamente all'uovo fatta in casa come pappardelle, tagliolini condite con sughi a base di verdure stagionali con menù  a tema. Un occhio di riguardo per il pesce, sempre fresco, e cucinato sapientemente dal socio Miori Albino.  Possibilità di organizzare cene d'affari o ricorrenze quali compleanni e comunioni.;Seit mehr als 20 Jahren leitet Gilberto Tolomei gemeinsam mit seiner Frau Rosa das Restaurant/Pizzeria 4 Stagioni in Cognola, einem kleinen, in den Hügeln gelegenen Ort ganz in der Nähe von Trient. Die Speisekarte des Lokals bietet eine traditionelle Küche mit regionalen Spezialitäten, ausschließlich hausgemachten Eiernudeln wie Pappardelle, Tagliolini mit saisonaler Gemüsesoße und Themenmenüs.  Hier serviert man auch jederzeit frischen Fisch, den der Miteigentümer Miori Albino mit geschickter Hand zubereitet.  Es besteht die Möglichkeit zur Organisation von Geschäftsessen oder Feierlichkeiten wie Geburtstagen und Kommunionen.;For over 20 years, Mr. Gilberto Tolomei with his wife Rosa have managed the Restaurant Pizzeria 4 Stagioni in Cognola, on the hills only a short distance from Trento. The restaurant offers a classic cuisine with regional specialities, strictly home-made egg pasta, such as pappardelle or tagliolini, seasoned with seasonal vegetable sauces. Themed menus. Special mention should be given to the fish dishes, always fresh and skilfully cooked by Albino Miori, a partner in the firm.  Business dinners and receptions for celebrating birthdays or communions can be organised.;1;480;46.075344;11.13788;23/05/2014 12:00 AM +0100;1
ristorazione.1081;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";AL GIARDINO;Strada della Valsugana 63, Trento;Strada della Valsugana, 63, Trient, Italien;Strada della Valsugana, 63, Trento, Italy;0461/232117;;laura2604@gmail.com;11,30-14,00/18,30-23,30;11,30-14,00/18,30-23,30 Uhr;11.30am - 2pm/6.30pm - 11.30pm;domenica;Sonntag;Sunday;;;;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; Behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";giardino.jpg;;;;0;0;46.069829;11.136573;27/05/2014 12:00 AM +0100;1
ristorazione.1082;ristorazione;it;Ristorante;Restaurant;Restaurant;VILLA MADRUZZO;Via Ponte Alto 26 , Trento;Via Ponte Alto, 26, Trient, Italien;Via Ponte Alto, 26 , Trento, Italy;0461/986220;http://www.villamadruzzo.it;info@villamadruzzo.it;12,30-14,00/19,30-22,00;12,30-14,00/19,30-22,00 Uhr;12.30pm - 2pm/7.30pm - 10pm;domenica;Sonntag;Sunday;30 - 35;30 - 35;30 - 35;"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";madruzzo.jpg;Situata in favorevole posizione sulla collina di Trento, Villa Madruzzo offre ai propri clienti tutti i comfort di un moderno hotel a tre stelle, a cominciare dalla quiete e tranquillità di una residenza immersa nel verde. Tre sale da pranzo, collocate a pianterreno con apertura verso il secolare parco dellâ€™hotel, sono a disposizione degli ospiti. In cucina la scelta gastronomica è impostata a valorizzare ed esaltare la cura estrema di ogni preparazione sia essa tradizionale o tipica locale. Vengono utilizzati soltanto prodotti di sicura freschezza e qualità, secondo stagione e reperibilità di mercato. Interessante la proposta dei dessert.;Das in schöner Hügellage in Trient gelegene Retaurant Villa Madruzzo bietet seinen Gästen jeden Komfort eines modernen Drei-Sterne-Hotels - allem voran die Ruhe und Stille einer Unterkunft mitten im Grünen. Zur Verfügung der Gäste stehen drei Im Erdgeschoss befindliche Speisesäle, die auf den Hotelpark mit Jahrhunderte altem Baumbestand blicken. In der Hotelgastronomie setzt man darauf, die traditionelle oder typisch lokale Küche zu valorisieren und hervorzuheben. Dies bringt die ausschließliche Verwendung frischer, saisonaler und auf dem Markt erhältlicher Qualitätsprodukte mit sich. Darüber hinaus enthält die Karte eine Reihe an verlockenden Desserts.;Set in a favourable position on the hills above Trento, Villa Madruzzo offers its guests all the comforts of a modern three-star hotel - starting from the quiet and pleasant setting of the Villa immersed in lush surroundings. There are three restaurant rooms on the ground floor that look out onto the century-old gardens of the hotel. The culinary choice focuses on enhancing and highlighting the dedication applied to every dish, be it traditional or a local speciality. Only high quality fresh ingredients are used, according to seasonal and market availability. The choice of desserts is noteworthy.;0;314;46.072758;11.149191;27/05/2014 12:00 AM +0100;1
ristorazione.1083;ristorazione;it;Ristorante;Restaurant;Restaurant;CAMPEL (chiuso per ristrutturazione);Località Villamontagna, Trento;Località  Villamontagna, Trient, Italien;Località Villamontagna, Trento, Italy;0461/209070;;;9,30-1,00;;;(attualmente CHIUSO per ristrutturazione);;;15 - 20;15 - 20;15 - 20;"Parcheggio; Rampa di accesso;";;;;;;;0;0;46.090957;11.164123;27/05/2014 12:00 AM +0100;1
ristorazione.1084;ristorazione;it;"Pizzeria; Ristorante";"Pizzeria; Restaurant";"Pizzeria; Restaurant";AL VILLAGGIO;Località San Donà 31, Trento;Via San Donà, 31, Trient, Italien;Località San Donà, 31, Trento, Italy;0461/232048;;;;;;lunedì;Montag;Monday;;;;;;;villaggio.jpg;;;;0;0;46.072382;11.139597;27/05/2014 12:00 AM +0100;1
ristorazione.1085;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";BOSCO INCANTATO;Località Montevaccino 1, Trento;Località  Montevaccino, Trient, Italien;Località Montevaccino, Trento, Italy;0461/960826;;;;;;;;;;;;;;;bosco.jpg;;;;0;0;46.1096;11.140241;27/05/2014 12:00 AM +0100;1
ristorazione.1086;ristorazione;it;Agritur;Agritourismusbetrieb;Agritur (Farmhouse Inn);MASO BERGAMINI;Loc. Bergamini 3 – Cognola, Trento;Loc. Bergamini,3 Cognola, Trient, Italien;Loc. Bergamini,3 Cognola, Trento, Italy;0461/983079;http://www.masobergamini.com;masobergamini@tin.it;su prenotazione;auf Reservierung;open on booking;lunedì;Montag;Monday;25 - 35;25 - 35;25 - 35;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; Behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";Bergamini.jpg;;;;0;221;46.084587;11.142279;27/05/2014 12:00 AM +0100;1
ristorazione.1087;ristorazione;it;Ristorante;Restaurant;Restaurant;REBUFFO;Via alle Coste 12/A – Cognola, Trento;via alle Coste, 12, Trient, Italien;Via alle Coste, 12, Trento, Italy;0461/265932;http://www.rebuffo.eu;info@rebuffo.eu;12,00-14,00/18,00-24,00;12,00-14,00/18,00-24,00 Uhr;12 noon - 2pm/6pm - 12 midnight;mercoledì;Mittwoch;Wednesday;25 - 40;25 - 40;25 - 40;"Parcheggio;";"Parkplatz;";"Car park;";rebuffo.jpg;;;;0;146;46.079847;11.134781;27/05/2014 12:00 AM +0100;1
ristorazione.1088;ristorazione;it;Ristorante;Restaurant;Restaurant;MEDITERRANEO;Via Ciurletti 21, Trento;Via Ciurletti 21, Trient, Italien;Via Ciurletti 21, Trento, Italy;0461/209503;;;;;;lunedì;Montag;Monday;25 - 50;25 - 50;25 - 50;;;;mediterraneo.jpg;;;;0;0;46.08176;11.153933;27/05/2014 12:00 AM +0100;1
ristorazione.1089;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";AI CANOPI;Via ai Bolleri 12/6 – Martignano, Trento;Via ai Bolleri, 12/6, Trient, Italien;Via ai Bolleri, 12/6 – Martignano, Trento, Italy;0461/823663;;ai.canopi@yahoo.it;12,00-14,30/18,00-23,00;12,00-14,30/18,00-23,00 Uhr;12noon - 2.30pm /6pm - 11pm;;;;11;11;11;"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";canopi.jpg;;;;0;240;46.093844;11.130435;23/05/2014 12:00 AM +0100;1
ristorazione.1090;ristorazione;it;"Trattoria; Bar";"Gastwirtschaft; Bar";"Trattoria (family restaurant); Bar";ALLA BARACCA;Via Galassa 12, Trento;Via Galassa, 12, Trient, Italien;Via Galassa, 12, Trento, Italy;0461/920049;http://www.Trattoriabaracca.it;info@Trattoriabaracca.it;12,00-14,00/19,30-22,00;12,00-14,00/19,30-22,00 Uhr;12noon - 2pm /7.30pm - 10pm;domenica;Sonntag;Sunday;"13 - 15 (pranzo); 15 - 30 (cena)";13-15 (Mittagessen), 15-30 (Abendessen);13-15 (lunch),15-30 (dinner);"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";baracca.jpg;;;;0;184;46.042557;11.140885;27/05/2014 12:00 AM +0100;1
ristorazione.1091;ristorazione;it;Trattoria;Gastwirtschaft;Trattoria (family restaurant);FURLANI;Via della Villa 26 – Villazzano, Trento;Via della Villa, 26, Trient, Italien;Via della Villa, 26, Trento, Italy;0461/920160;;;7,30-22,00;7,30-22,00 Uhr;7.30am -10pm;sabato sera e domenica;Samstag Abend und Sonntag;Saturday evening and Sunday;12/05/00;12/05/00;12/05/00;"Parcheggio;";"Parkplatz;";"Car park;";FURLANI.jpg;;;;0;0;46.047219;11.145004;28/05/2014 12:00 AM +0100;1
ristorazione.1092;ristorazione;it;"Ristorante; Pizzeria";"Restaurant; Pizzeria";"Restaurant; Pizzeria";LOCANDA LA CANONICA;Piazza Mons, Nicolini 4/5 – Villazzano, Trento;Piazza Mons, Nicolini, 4/5, Trient, Italien;Piazza Mons, Nicolini, 4/5, Trento, Italy;0461/392218;http://www.locandacanonicatrento.it;info@locandacanonicatrento.it;6,30-22,30;6,30-22,30 Uhr;6.30am -10.30pm;sempre aperto;immer geöffnet;always open;15;15;15;"Parcheggio; Rampa di accesso; Piattaforma elevatrice; Ingresso con gradini; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe, Hebefläche; Eingang mit Stufen; behindertengerechte Toiletten;";"Car park; access ramp; platform lift; entrance with steps; disabled toilets;";canonica.jpg;"""Locanda La Canonica"" si trova in un antico palazzo in cui sono state ricavate diverse sale ristorante, a seguito della sua ristrutturazione, ognuna con un'atmosfera particolare che riporta alle antiche tradizioni contadine. Tutto il palazzo, oggi sotto tutela delle belle arti, ha mantenuto la sua struttura originaria e il suo carattere antico.";"Die ""Locanda La Canonica"" befindet sich in einem antiken Palazzo, in dem im Rahmen der Renovierungsarbeiten mehrere Speisesäle geschaffen wurden. Jedem Raum wurde eine besondere und auf die bäuerlichen Traditionen zurückgehende Atmosphäre verliehen. Der gesamte Palazzo steht heute unter Denkmalschutz und hat seine ursprüngliche Struktur und seinen antiken Charakter bewahrt.";"""Locanda La Canonica"" is in an old palazzo where, following its renovation, several restaurant rooms were created, each conveying a special atmosphere evoking old farm traditions. The whole palazzo, which is now a listed building, has maintained its original layout and its antique flair.";0;0;46.049184;11.145884;23/05/2014 12:00 AM +0100;1
ristorazione.1093;ristorazione;it;"Ristorante; Pizzeria; Bar";"Restaurant; Pizzeria; Bar";"Restaurant; Pizzeria; Bar";LA ROCCIA;Via Pianizza 4 – Villazzano,Trento;Via Pianizza, 4, Trient, Italien;Via Pianizza, 4, Trento, Italy;0461/390226;;ginomonsorno@alice.it;ristorante 12-14,15/18,30-22,30, pizzeria 12,00-14,30/18,00-23,30;Restaurant 12-14,15/18,30-22,30 Uhr, Pizzeria 12,00-14,30/18,00-23,30 Uhr;restaurant 12noon -2.15pm/6.30pm - 10.30pm pizzeria 12noon - 2.30pm/6pm - 11.30pm;sempre aperto;immer geöffnet;always open;;;;"Parcheggio; Servizi igienici dedicati;";"Parkplatz; behindertengerechte Toiletten;";"Car park, disabled toilets;";roccia.jpg;;;;0;183;46.017112;11.144833;27/05/2014 12:00 AM +0100;1
ristorazione.1094;ristorazione;it;"Agritur; ristorante";"Agritourismusbetrieb; Restaurant";"Agritur (farmhouse inn); restaurant";RIFUGIO BINDESI - PINO PRATI;Loc. Grotta 78, Trento;Loc. Grotta, 78, Trient, Italien;Loc. Grotta, 78, Trento, Italy;0461/923344;;l.zane@libero.it;Estivo: tutte le sere venerdì, sabato e domenica anche a pranzo - Invernale: da martedì sera in poi sabato e domenica a pranzo;"Sommer: jeden Freitag-, Samstag- und Sonntagabend; Sonntag auch zu Mittag - Winter: von Dienstag bis Freitag, Samstag und Sonntag zu Mittag";Summer: every evening, Friday, Saturday and Sunday at lunchtime as well - Winter: from Tuesday to Sunday evening , Saturday and Sunday at lunchtime as well;lunedì sera;Montag Abend;Monday evening;25;25;25;"Parcheggio; Rampa di accesso; Servizi igienici dedicati;";"Parkplatz, Zufahrtsrampe; behindertengerechte Toiletten;";"Car park; access ramp; disabled toilets;";bindesi.jpg;;;;0;240;46.040204;11.152076;23/05/2014 12:00 AM +0100;1
